GENE_NAME	CHROM
JMJD1C	chr10
TATDN1P1	chr10
RP11-351O1.4	chr10
MIR1296	chr10
PRELID1P3	chr10
JMJD1C-AS1	chr10
RP11-351O1.3	chr10
REEP3	chr10
MRPL35P2	chr10
RP11-111N20.4	chr10
RP11-170M17.1	chr10
RPL7AP50	chr10
RP11-174J11.1	chr10
DBF4P1	chr10
RPL17P35	chr10
CYP2C61P	chr10
ANXA2P3	chr10
RP11-179K3.2	chr10
NEK4P3	chr10
RP11-252C24.3	chr10
MYL6P3	chr10
RP11-252C24.2	chr10
RP11-428G2.1	chr10
LINC01515	chr10
CTNNA3	chr10
RP11-210G22.1	chr10
RP11-65E10.1	chr10
LRRTM3	chr10
RP11-344A5.1	chr10
RPL7AP51	chr10
MIR7151	chr10
AKR1B10P1	chr10
RPL21P92	chr10
DNAJC12	chr10
RNU6-1250P	chr10
RN7SL394P	chr10
DNAJC19P1	chr10
RP11-57G10.8	chr10
RNU6-523P	chr10
RPL12P8	chr10
SIRT1	chr10
HERC4	chr10
RPS3AP38	chr10
RN7SL220P	chr10
POU5F1P5	chr10
MYPN	chr10
RN7SKP202	chr10
ATOH7	chr10
RP11-153K11.3	chr10
KRT19P4	chr10
PBLD	chr10
HNRNPH3	chr10
RUFY2	chr10
DNA2	chr10
RPL26P29	chr10
RNA5SP319	chr10
SLC25A16	chr10
RPL26P27	chr10
Y_RNA	chr10
TMEM14DP	chr10
TET1	chr10
COX20P1	chr10
RPS3AP37	chr10
RP11-119F7.5	chr10
RP11-119F7.6	chr10
CCAR1	chr10
Y_RNA	chr10
SNORD98	chr10
MIR1254-1	chr10
STOX1	chr10
RNU6-697P	chr10
DDX50	chr10
RNU6-571P	chr10
DDX21	chr10
KIF1BP	chr10
MED28P1	chr10
ACTBP14	chr10
SRGN	chr10
Metazoa_SRP	chr10
VPS26A	chr10
RPS12P17	chr10
SUPV3L1	chr10
RP11-227H15.4	chr10
HKDC1	chr10
RP11-227H15.5	chr10
HK1	chr10
RPS15AP28	chr10
TACR2	chr10
ATP5G1P7	chr10
TSPAN15	chr10
TMEM256P1	chr10
NEUROG3	chr10
RP11-343J3.2	chr10
MTATP6P23	chr10
MTCO2P23	chr10
MTCO1P23	chr10
MTND2P15	chr10
MTND1P20	chr10
C10orf35	chr10
RP11-242G20.1	chr10
RPL5P26	chr10
COL13A1	chr10
RP11-262I2.2	chr10
H2AFY2	chr10
AIFM2	chr10
TYSND1	chr10
SAR1A	chr10
CALM2P2	chr10
RPS25P9	chr10
PPA1	chr10
NPFFR1	chr10
LRRC20	chr10
CEP57L1P1	chr10
EIF4EBP2	chr10
NODAL	chr10
RP11-104F15.9	chr10
PALD1	chr10
YY1P1	chr10
PRF1	chr10
ADAMTS14	chr10
TBATA	chr10
RPS26P40	chr10
SGPL1	chr10
PCBD1	chr10
RP11-432J9.3	chr10
RP11-432J9.6	chr10
UNC5B	chr10
UNC5B-AS1	chr10
SLC29A3	chr10
RP11-327E2.5	chr10
CDH23	chr10
CDH23-AS1	chr10
C10orf105	chr10
VSIR	chr10
MIR7152	chr10
PSAP	chr10
RNU7-38P	chr10
RP11-472G21.2	chr10
CHST3	chr10
RP11-150D20.5	chr10
SPOCK2	chr10
ASCC1	chr10
SNORA36	chr10
RPL15P14	chr10
ANAPC16	chr10
Y_RNA	chr10
DDIT4	chr10
DNAJB12	chr10
MICU1	chr10
RNU6-805P	chr10
RP11-205A8.4	chr10
RP11-205A8.3	chr10
RP11-167P22.3	chr10
RP11-167P22.4	chr10
RN7SL840P	chr10
HMGN2P34	chr10
RP11-167P22.5	chr10
Y_RNA	chr10
MCU	chr10
MIR4676	chr10
RP11-354E23.3	chr10
RP11-354E23.4	chr10
RP11-354E23.5	chr10
OIT3	chr10
NPM1P24	chr10
PLA2G12B	chr10
RPL17P50	chr10
P4HA1	chr10
RP11-344N10.4	chr10
RP11-344N10.2	chr10
Y_RNA	chr10
RP11-344N10.5	chr10
NUDT13	chr10
RP11-152N13.16	chr10
SNORA11	chr10
ECD	chr10
FAM149B1	chr10
DNAJC9	chr10
Y_RNA	chr10
EIF4A2P2	chr10
DNAJC9-AS1	chr10
MRPS16	chr10
DNAJC9-AS1	chr10
CFAP70	chr10
RNU6-833P	chr10
Y_RNA	chr10
ANXA7	chr10
RP11-537A6.9	chr10
RPL26P6	chr10
MSS51	chr10
PPP3CB	chr10
PPP3CB-AS1	chr10
USP54	chr10
RNU6-883P	chr10
RPS26P41	chr10
RP11-464F9.20	chr10
RP11-464F9.22	chr10
MYOZ1	chr10
SYNPO2L	chr10
RP11-464F9.21	chr10
AGAP5	chr10
RP11-574K11.29	chr10
RNA5SP320	chr10
BMS1P4	chr10
GLUD1P3	chr10
DUSP8P5	chr10
RP11-574K11.27	chr10
RP11-574K11.24	chr10
SEC24C	chr10
RP11-574K11.32	chr10
FUT11	chr10
CHCHD1	chr10
ZSWIM8	chr10
RP11-574K11.26	chr10
ZSWIM8-AS1	chr10
NDST2	chr10
CAMK2G	chr10
RP11-574K11.5	chr10
RP11-574K11.8	chr10
PLAU	chr10
C10orf55	chr10
VCL	chr10
RP11-417O11.5	chr10
AP3M1	chr10
ADK	chr10
TIMM9P1	chr10
RPSAP6	chr10
RAB5CP1	chr10
RP11-46O21.2	chr10
MRPL35P3	chr10
Y_RNA	chr10
NDUFA8P1	chr10
POLR3DP1	chr10
RP11-383B24.3	chr10
RP11-222G7.2	chr10
KAT6B	chr10
RP11-77G23.2	chr10
RP11-77G23.5	chr10
DUPD1	chr10
PPIAP13	chr10
DUSP13	chr10
SAMD8	chr10
RPS26P42	chr10
VDAC2	chr10
COMTD1	chr10
RPL39P25	chr10
ZNF503-AS1	chr10
HMGA1P5	chr10
RP11-399K21.11	chr10
RP11-399K21.5	chr10
SPA17P1	chr10
ZNF503	chr10
ZNF503-AS2	chr10
RP11-399K21.13	chr10
RP11-399K21.14	chr10
RP11-399K21.10	chr10
C10orf11	chr10
RP11-399K21.12	chr10
MIR606	chr10
RP11-310J24.3	chr10
RP11-367B6.2	chr10
RN7SL518P	chr10
RNU6-673P	chr10
RP11-43N22.1	chr10
RP11-369F10.2	chr10
RP11-325D15.2	chr10
SNORA31	chr10
ATP5G1P8	chr10
KCNMA1	chr10
KCNMA1-AS1	chr10
KCNMA1-AS2	chr10
RP11-328K22.1	chr10
KCNMA1-AS3	chr10
COX6CP15	chr10
RNA5SP321	chr10
RP11-428P16.2	chr10
RP11-428P16.3	chr10
RNU6-1266P	chr10
IMPDH1P5	chr10
RP13-39P12.3	chr10
DLG5	chr10
RP11-126H7.4	chr10
RN7SL284P	chr10
DLG5-AS1	chr10
H2AFZP5	chr10
Metazoa_SRP	chr10
POLR3A	chr10
RPS24	chr10
GNAI2P2	chr10
RP11-157J13.1	chr10
RP11-90J7.3	chr10
LINC00856	chr10
RP11-90J7.2	chr10
RP11-90J7.4	chr10
SNORA71	chr10
RP11-17G2.1	chr10
RP11-31E13.2	chr10
ZMIZ1-AS1	chr10
RP11-481G8.2	chr10
ZMIZ1	chr10
PPIF	chr10
ZCCHC24	chr10
RP11-342M3.5	chr10
TPRX1P1	chr10
RP11-342M3.1	chr10
RP11-342M3.2	chr10
EIF5AL1	chr10
RP11-589B3.7	chr10
RPS12P18	chr10
SFTPA2	chr10
MBL3P	chr10
SFTPA3P	chr10
SFTPA1	chr10
RP11-589B3.6	chr10
RP11-506M13.3	chr10
NUTM2B-AS1	chr10
RP11-182L21.5	chr10
RP11-119F19.5	chr10
BEND3P3	chr10
NUTM2B	chr10
RP11-182L21.6	chr10
NUTM2E	chr10
NPAP1P2	chr10
CTSLP6	chr10
PGGT1BP2	chr10
RP11-479O17.12	chr10
BMS1P21	chr10
MBL1P	chr10
SFTPD	chr10
SFTPD-AS1	chr10
ZNRF2P3	chr10
DPY19L2P5	chr10
RP11-369J21.11	chr10
C1DP3	chr10
C1DP2	chr10
C1DP4	chr10
TMEM254-AS1	chr10
TMEM254	chr10
RPL22P18	chr10
PLAC9	chr10
ANXA11	chr10
LINC00857	chr10
RPS12P2	chr10
RP11-40F6.1	chr10
EIF5AP4	chr10
RP11-36D19.9	chr10
MAT1A	chr10
ZNF519P1	chr10
RP11-36D19.8	chr10
DYDC1	chr10
DYDC2	chr10
FAM213A	chr10
TSPAN14	chr10
RP11-137H2.4	chr10
SH2D4B	chr10
RP11-514F8.2	chr10
RPS7P9	chr10
RP11-20E23.1	chr10
FARSBP1	chr10
WARS2P1	chr10
RPA2P2	chr10
NRG3	chr10
RP11-202D18.2	chr10
NRG3-AS1	chr10
RNU6-441P	chr10
RNU6-478P	chr10
MARK2P15	chr10
RP11-344L13.2	chr10
RP11-344L13.1	chr10
RNU6-129P	chr10
RP11-219F10.1	chr10
RNU1-65P	chr10
HMGN2P8	chr10
RP11-338I21.1	chr10
GHITM	chr10
C10orf99	chr10
CDHR1	chr10
LRIT2	chr10
LRIT1	chr10
RGR	chr10
LINC00858	chr10
CCSER2	chr10
RPL12P29	chr10
TNPO1P1	chr10
CACYBPP1	chr10
RPS3AP5	chr10
LINC01519	chr10
RP11-475D12.1	chr10
RP11-475D12.2	chr10
LINC01520	chr10
RP11-113E21.2	chr10
RNU6-325P	chr10
RP11-113E21.3	chr10
GRID1-AS1	chr10
GRID1	chr10
uc_338	chr10
RP11-93H12.4	chr10
RN7SKP238	chr10
RP11-93H12.3	chr10
RNA5SP322	chr10
MIR346	chr10
WAPL	chr10
RNU6-780P	chr10
RP11-77P6.2	chr10
RPL7AP8	chr10
OPN4	chr10
LDB3	chr10
RP11-359E3.4	chr10
BMPR1A	chr10
RPAP2P1	chr10
RNU1-19P	chr10
MMRN2	chr10
RP11-411A19.5	chr10
SNCG	chr10
ADIRF-AS1	chr10
ADIRF	chr10
BMS1P3	chr10
RP11-96C23.11	chr10
RP11-96C23.10	chr10
FAM25A	chr10
RP11-96C23.12	chr10
RNU6-529P	chr10
GLUD1	chr10
FAM35A	chr10
RP11-96C23.9	chr10
RN7SL733P	chr10
NUTM2A-AS1	chr10
NUTM2A	chr10
LINC00863	chr10
NUTM2D	chr10
NPAP1P3	chr10
CTSLP1	chr10
LINC00864	chr10
RP11-399L7.3	chr10
MIR4678	chr10
MINPP1	chr10
RP11-57C13.4	chr10
RP11-57C13.6	chr10
RP11-57C13.3	chr10
RPS26P38	chr10
PAPSS2	chr10
ATAD1	chr10
CFL1P1	chr10
RN7SL78P	chr10
KLLN	chr10
PTEN	chr10
RP11-380G5.2	chr10
RPL11P3	chr10
SNORD74	chr10
MED6P1	chr10
RP11-129G17.2	chr10
RNLS	chr10
Y_RNA	chr10
LIPJ	chr10
RPL7P34	chr10
LIPF	chr10
NAPGP1	chr10
LIPK	chr10
KRT8P38	chr10
LIPN	chr10
RCBTB2P1	chr10
LIPM	chr10
ANKRD22	chr10
PTCD2P2	chr10
STAMBPL1	chr10
ACTA2-AS1	chr10
ACTA2	chr10
FAS	chr10
FAS-AS1	chr10
RP11-399O19.9	chr10
RP11-341B24.3	chr10
CH25H	chr10
LIPA	chr10
IFIT2	chr10
RP11-149I23.3	chr10
IFIT3	chr10
IFIT6P	chr10
IFIT1B	chr10
IFIT1	chr10
IFIT5	chr10
SLC16A12	chr10
SLC16A12-AS1	chr10
PANK1	chr10
MIR107	chr10
RP11-80H5.2	chr10
RP11-80H5.6	chr10
RP11-80H5.9	chr10
RP11-80H5.7	chr10
KIF20B	chr10
MTND5P42	chr10
LINC00865	chr10
LINC01374	chr10
LINC01375	chr10
SNRPD2P1	chr10
RN7SKP143	chr10
RP11-15K3.1	chr10
RP11-94M14.2	chr10
RP11-94M14.3	chr10
RP11-30G13.1	chr10
HTR7	chr10
RPP30	chr10
Y_RNA	chr10
ANKRD1	chr10
RNU6-740P	chr10
RP11-236B18.2	chr10
RP11-236B18.5	chr10
LINC00502	chr10
DDX18P6	chr10
NUDT9P1	chr10
PCGF5	chr10
HECTD2	chr10
RP11-108M11.3	chr10
RPS27P1	chr10
PPP1R3C	chr10
GAPDHP28	chr10
FAF2P1	chr10
TNKS2-AS1	chr10
TNKS2	chr10
SRP9P1	chr10
RP11-402D21.3	chr10
FGFBP3	chr10
RP11-402D21.2	chr10
BTAF1	chr10
CPEB3	chr10
SNORA25	chr10
SDHCP2	chr10
EIF4A1P8	chr10
CPEB3_ribozyme	chr10
NHP2P1	chr10
Y_RNA	chr10
MARCH5	chr10
RNY3P12	chr10
MARK2P9	chr10
IDE	chr10
KIF11	chr10
RPL11P4	chr10
RN7SL644P	chr10
EIF2S2P3	chr10
HHEX	chr10
Y_RNA	chr10
EXOC6	chr10
RP11-477L16.2	chr10
RP11-348J12.2	chr10
CYP26C1	chr10
RP11-348J12.5	chr10
CYP26A1	chr10
NIP7P1	chr10
XRCC6P1	chr10
RPL17P34	chr10
MYOF	chr10
CEP55	chr10
RNA5SP323	chr10
FFAR4	chr10
RBP4	chr10
PDE6C	chr10
FRA10AC1	chr10
LGI1	chr10
RP11-437J2.3	chr10
RP11-437J2.4	chr10
RAB11AP1	chr10
SLC35G1	chr10
PIPSL	chr10
PLCE1	chr10
PLCE1-AS2	chr10
RP11-162K11.4	chr10
HDAC1P1	chr10
RNU6-657P	chr10
RP11-391J2.3	chr10
PLCE1-AS1	chr10
RP11-76P2.4	chr10
NOC3L	chr10
TBC1D12	chr10
HELLS	chr10
RP11-119K6.6	chr10
CTBP2P2	chr10
CYP2C18	chr10
CYP2C19	chr10
MTND4P19	chr10
CYP2C58P	chr10
RPL7AP52	chr10
CYP2C9	chr10
MTND4P20	chr10
CYP2C59P	chr10
CYP2C60P	chr10
RP11-208C17.4	chr10
CYP2C8	chr10
RP11-310E22.5	chr10
RP11-310E22.6	chr10
PAWRP1	chr10
ACSM6	chr10
RP11-310E22.4	chr10
PDLIM1	chr10
SORBS1	chr10
RPS3AP36	chr10
ALDH18A1	chr10
TCTN3	chr10
ENTPD1	chr10
ENTPD1-AS1	chr10
RP11-429G19.3	chr10
CC2D2B	chr10
RPL21P90	chr10
CCNJ	chr10
MIR3157	chr10
RNU6-271P	chr10
ZNF518A	chr10
NPM1P25	chr10
BLNK	chr10
RP11-35J23.1	chr10
DNTT	chr10
OPALIN	chr10
TLL2	chr10
TM9SF3	chr10
NPM1P26	chr10
PIK3AP1	chr10
RNA5SP324	chr10
RPS2P36	chr10
RNU6-1274P	chr10
RPL13AP5	chr10
MIR607	chr10
LCOR	chr10
HMGN2P35	chr10
SLIT1	chr10
SLIT1-AS1	chr10
ARHGAP19	chr10
RP11-375N9.2	chr10
Metazoa_SRP	chr10
RPL12P27	chr10
FRAT1	chr10
FRAT2	chr10
RP11-452K12.4	chr10
RRP12	chr10
RPL34P20	chr10
RP11-452K12.7	chr10
Y_RNA	chr10
PGAM1	chr10
EXOSC1	chr10
ZDHHC16	chr10
MMS19	chr10
UBTD1	chr10
ANKRD2	chr10
HOGA1	chr10
C10orf62	chr10
MORN4	chr10
PI4K2A	chr10
AVPI1	chr10
MARVELD1	chr10
ZFYVE27	chr10
SFRP5	chr10
LINC00866	chr10
GOLGA7B	chr10
CRTAC1	chr10
AL355301.1	chr10
R3HCC1L	chr10
LOXL4	chr10
RP11-34A14.3	chr10
PYROXD2	chr10
MIR1287	chr10
HPS1	chr10
MIR4685	chr10
HPSE2	chr10
MIR6507	chr10
ARL5AP2	chr10
RPL7P36	chr10
CNNM1	chr10
GOT1	chr10
RP11-441O15.3	chr10
LINC01475	chr10
RP11-129J12.1	chr10
NKX2-3	chr10
SLC25A28	chr10
RP11-85A1.3	chr10
RP11-483F11.7	chr10
ENTPD7	chr10
EBAG9P1	chr10
CUTC	chr10
COX15	chr10
ABCC2	chr10
NANOGP6	chr10
DNMBP	chr10
DNMBP-AS1	chr10
CPN1	chr10
Cyp2c44	chr10
TPM4P1	chr10
SPCS2P2	chr10
ERLIN1	chr10
CHUK	chr10
RP11-316M21.7	chr10
RP11-316M21.6	chr10
CWF19L1	chr10
SNORA12	chr10
PHBP9	chr10
RNU6-422P	chr10
BLOC1S2	chr10
PKD2L1	chr10
RP11-34D15.2	chr10
SCD	chr10
OLMALINC	chr10
Y_RNA	chr10
RP11-285F16.1	chr10
WNT8B	chr10
SEC31B	chr10
NDUFB8	chr10
HIF1AN	chr10
Metazoa_SRP	chr10
PAX2	chr10
Y_RNA	chr10
RP11-179B2.2	chr10
SLF2	chr10
RP11-108L7.14	chr10
MRPL43	chr10
SEMA4G	chr10
MIR608	chr10
RP11-108L7.4	chr10
TWNK	chr10
LZTS2	chr10
PDZD7	chr10
SFXN3	chr10
RP11-108L7.15	chr10
KAZALD1	chr10
TLX1NB	chr10
TLX1	chr10
LINC01514	chr10
SMARCE1P7	chr10
LBX1	chr10
LBX1-AS1	chr10
RP11-107I14.4	chr10
RNU2-43P	chr10
RP11-107I14.2	chr10
RP11-107I14.5	chr10
BTRC	chr10
RNU2-59P	chr10
DPCD	chr10
POLL	chr10
FBXW4	chr10
RNU6-1165P	chr10
RP11-190J1.3	chr10
FGF8	chr10
NPM3	chr10
MGEA5	chr10
KCNIP2-AS1	chr10
KCNIP2	chr10
C10orf76	chr10
Metazoa_SRP	chr10
Y_RNA	chr10
HPS6	chr10
RP11-302K17.3	chr10
RP11-302K17.4	chr10
LDB1	chr10
PPRC1	chr10
NOLC1	chr10
ELOVL3	chr10
PITX3	chr10
GBF1	chr10
NFKB2	chr10
PSD	chr10
FBXL15	chr10
CUEDC2	chr10
MIR146B	chr10
RPARP-AS1	chr10
C10orf95	chr10
MFSD13A	chr10
ACTR1A	chr10
SUFU	chr10
RPL23AP58	chr10
RNU6-43P	chr10
RP11-47A8.5	chr10
TRIM8	chr10
ARL3	chr10
SFXN2	chr10
WBP1L	chr10
RNU6-1231P	chr10
CYP17A1	chr10
CYP17A1-AS1	chr10
PFN1P11	chr10
PTGES3P4	chr10
RP11-753C18.12	chr10
BORCS7	chr10
U6	chr10
AS3MT	chr10
RPL22P17	chr10
RP11-724N1.1	chr10
CNNM2	chr10
uc_338	chr10
NT5C2	chr10
RPS15AP29	chr10
MARCKSL1P1	chr10
ST13P13	chr10
RPEL1	chr10
INA	chr10
PCGF6	chr10
RNU11-3P	chr10
TAF5	chr10
USMG5	chr10
MIR1307	chr10
PDCD11	chr10
CALHM2	chr10
RP11-225H22.7	chr10
RP11-225H22.4	chr10
CALHM1	chr10
CALHM3	chr10
NEURL1-AS1	chr10
NEURL1	chr10
RP11-416N2.3	chr10
SH3PXD2A	chr10
RP11-416N2.4	chr10
Y_RNA	chr10
SH3PXD2A-AS1	chr10
RP11-541N10.3	chr10
STN1	chr10
SLK	chr10
RN7SL524P	chr10
COL17A1	chr10
MIR936	chr10
SFR1	chr10
CFAP43	chr10
MIR609	chr10
GSTO1	chr10
MIR4482	chr10
GSTO2	chr10
ITPRIP	chr10
RP11-127L20.3	chr10
CFAP58-AS1	chr10
CFAP58	chr10
RP11-127O4.3	chr10
RP11-127O4.2	chr10
SORCS3	chr10
SORCS3-AS1	chr10
RNU6-463P	chr10
RP11-45P22.2	chr10
YWHAZP5	chr10
RP11-56I23.1	chr10
RP11-298H24.1	chr10
RPL23AP59	chr10
SORCS1	chr10
RNA5SP325	chr10
RNA5SP326	chr10
LINC01435	chr10
PTGES3P5	chr10
RP11-163F15.1	chr10
RP11-655H13.2	chr10
MAPKAPK5P1	chr10
RN7SKP278	chr10
RNU5B-6P	chr10
RNU6-839P	chr10
PHB2P1	chr10
BTF3P15	chr10
RP11-566F5.2	chr10
XIAPP1	chr10
RPL21P91	chr10
XPNPEP1	chr10
RNU4-5P	chr10
ADD3-AS1	chr10
ADD3	chr10
SNRPGP12	chr10
MXI1	chr10
RP11-549L6.3	chr10
RP11-549L6.2	chr10
SMNDC1	chr10
RP11-525A16.4	chr10
HMGB3P5	chr10
DUSP5	chr10
RPL7P35	chr10
SMC3	chr10
Y_RNA	chr10
RBM20	chr10
RN7SKP288	chr10
RNA5SP327	chr10
RP11-313D6.3	chr10
PDCD4-AS1	chr10
PDCD4	chr10
BBIP1	chr10
RP11-348N5.9	chr10
RP11-348N5.7	chr10
SHOC2	chr10
RPL13AP6	chr10
MIR548E	chr10
ADRA2A	chr10
RP11-479A21.1	chr10
BTBD7P2	chr10
RP11-381K7.1	chr10
RPS6P15	chr10
GPAM	chr10
TECTB	chr10
MIR6715A	chr10
GUCY2GP	chr10
ACSL5	chr10
RP11-324O2.3	chr10
ZDHHC6	chr10
VTI1A	chr10
RP11-214N15.5	chr10
MIR4295	chr10
RP11-25C19.3	chr10
RP11-57H14.4	chr10
RP11-57H14.5	chr10
RP11-57H14.3	chr10
TCF7L2	chr10
RP11-57H14.2	chr10
RPS15AP30	chr10
RNU7-165P	chr10
RP11-481H12.1	chr10
HABP2	chr10
NRAP	chr10
CASP7	chr10
RP11-211N11.5	chr10
PLEKHS1	chr10
MIR4483	chr10
SNORA17	chr10
DCLRE1A	chr10
NHLRC2	chr10
ADRB1	chr10
RNU6-709P	chr10
UBE2V1P5	chr10
CCDC186	chr10
Hammerhead_HH10	chr10
TDRD1	chr10
VWA2	chr10
AURKAPS2	chr10
CTB-1144G6.6	chr10
AFAP1L2	chr10
RN7SL384P	chr10
RP11-317F20.3	chr10
ABLIM1	chr10
RP11-317F20.2	chr10
PPIAP19	chr10
RP11-106M7.1	chr10
TAF9BP2	chr10
FAM160B1	chr10
RPL15P13	chr10
TRUB1	chr10
RNU6-1121P	chr10
RP11-383C6.2	chr10
ATRNL1	chr10
NTAN1P1	chr10
GFRA1	chr10
CCDC172	chr10
SNRPGP6	chr10
PNLIPRP3	chr10
HMGB3P8	chr10
RNU6-1090P	chr10
PNLIP	chr10
PNLIPP1	chr10
PNLIPRP1	chr10
PNLIPRP2	chr10
C10orf82	chr10
RP11-498B4.5	chr10
HSPA12A	chr10
RPL5P27	chr10
RP11-539I5.1	chr10
ENO4	chr10
SHTN1	chr10
RP11-5G18.2	chr10
VAX1	chr10
MIR3663HG	chr10
MIR3663	chr10
RPL12P26	chr10
KCNK18	chr10
RP11-501J20.5	chr10
SLC18A2	chr10
RP11-129M16.4	chr10
PDZD8	chr10
CTA-109P11.4	chr10
EMX2OS	chr10
EMX2	chr10
CTA-109P11.1	chr10
RP11-328K15.1	chr10
RP11-355F22.1	chr10
RAB11FIP2	chr10
RP11-354M20.3	chr10
CASC2	chr10
RP11-245J24.1	chr10
FAM204A	chr10
LINC00867	chr10
SLC25A18P1	chr10
PRLHR	chr10
TOMM22P5	chr10
CACUL1	chr10
RP11-427L15.2	chr10
RPL17P36	chr10
LDHAP5	chr10
RP11-498J9.2	chr10
NANOS1	chr10
EIF3A	chr10
SNORA19	chr10
SNORA19	chr10
RP11-435O11.5	chr10
FAM45A	chr10
SFXN4	chr10
PRDX3	chr10
GRK5	chr10
GRK5-IT1	chr10
RN7SL749P	chr10
RP11-79M19.2	chr10
MIR4681	chr10
RGS10	chr10
RP11-179H18.8	chr10
TIAL1	chr10
RAD1P1	chr10
RPS8P4	chr10
BAG3	chr10
TXNP1	chr10
INPP5F	chr10
RN7SL846P	chr10
PHACTR2P1	chr10
MCMBP	chr10
SEC23IP	chr10
MIR4682	chr10
NACAP2	chr10
RP11-781P14.3	chr10
RPL21P16	chr10
RP11-572P18.2	chr10
PLPP4	chr10
LINC01561	chr10
WDR11-AS1	chr10
RP11-323P17.2	chr10
WDR11	chr10
RP11-95I16.4	chr10
RP11-95I16.2	chr10
RP11-95I16.6	chr10
RPL19P16	chr10
LINC01153	chr10
RN7SKP167	chr10
FGFR2	chr10
RP11-62L18.3	chr10
RPS15AP5	chr10
RP11-78A18.2	chr10
ATE1	chr10
Y_RNA	chr10
ATE1-AS1	chr10
ZNRD1-AS1_2	chr10
RP11-500G22.4	chr10
NSMCE4A	chr10
RP11-500G22.5	chr10
TACC2	chr10
BTBD16	chr10
RNU6-728P	chr10
PLEKHA1	chr10
MIR3941	chr10
ARMS2	chr10
HTRA1	chr10
DMBT1	chr10
RP11-481L19.3	chr10
RP11-481L19.2	chr10
C10orf120	chr10
DMBT1P1	chr10
RP11-107C16.2	chr10
CUZD1	chr10
FAM24B	chr10
RP11-564D11.3	chr10
FAM24A	chr10
C10orf88	chr10
PSTK	chr10
IKZF5	chr10
ACADSB	chr10
HMX3	chr10
HMX2	chr10
BUB3	chr10
RPS26P39	chr10
RP11-338O1.3	chr10
RP11-282I1.1	chr10
RP11-338O1.2	chr10
RP11-282I1.2	chr10
GPR26	chr10
CPXM2	chr10
RP11-391M7.3	chr10
RP11-285A18.2	chr10
YBX2P1	chr10
RP11-47G11.2	chr10
CHST15	chr10
OAT	chr10
NKX1-2	chr10
RP13-238F13.3	chr10
LHPP	chr10
RPS10P18	chr10
FAM53B	chr10
RP11-12J10.4	chr10
FAM53B-AS1	chr10
METTL10	chr10
Y_RNA	chr10
FAM175B	chr10
Y_RNA	chr10
NPM1P31	chr10
RP11-298J20.4	chr10
ZRANB1	chr10
RP11-298J20.3	chr10
CTBP2	chr10
RP11-59C5.3	chr10
MIR4296	chr10
RP11-151A10.3	chr10
MRPS21P6	chr10
RPS27P18	chr10
TEX36-AS1	chr10
TEX36	chr10
ALDOAP2	chr10
RP11-383C5.3	chr10
FLJ37035	chr10
RP11-383C5.5	chr10
EDRF1	chr10
EDRF1-AS1	chr10
MMP21	chr10
UROS	chr10
MIR4484	chr10
BCCIP	chr10
DHX32	chr10
Metazoa_SRP	chr10
RNU2-42P	chr10
FANK1	chr10
GNG10P1	chr10
FANK1-AS1	chr10
ADAM12	chr10
RNA5SP328	chr10
SAR1AP2	chr10
LINC00601	chr10
C10orf90	chr10
SNORD60	chr10
DOCK1	chr10
RP11-223P11.3	chr10
FAM196A	chr10
NPS	chr10
RP11-288A5.2	chr10
FOXI2	chr10
BUB1P1	chr10
CLRN3	chr10
PTPRE	chr10
RP11-4C20.3	chr10
RP11-4C20.4	chr10
MKI67	chr10
LINC01163	chr10
RP11-264E18.1	chr10
RP11-442O18.2	chr10
RP11-442O18.1	chr10
RP11-168C9.1	chr10
MGMT	chr10
RP11-109A6.2	chr10
RP11-109A6.3	chr10
RP11-109A6.5	chr10
EBF3	chr10
MIR4297	chr10
RP11-234G16.5	chr10
LINC00959	chr10
RP11-500G10.5	chr10
CTAGE7P	chr10
PPIAP32	chr10
GLRX3	chr10
RP11-339B9.1	chr10
RP11-540N6.1	chr10
Y_RNA	chr10
MIR378C	chr10
TCERG1L	chr10
TCERG1L-AS1	chr10
LINC01164	chr10
XX-FYM637E10_5.1	chr10
ABC11-4932300O16.1	chr10
PPP2R2D	chr10
BNIP3	chr10
RP11-45A17.2	chr10
RP11-45A17.4	chr10
RP11-45A17.3	chr10
JAKMIP3	chr10
RP11-140A10.3	chr10
DPYSL4	chr10
STK32C	chr10
LRRC27	chr10
PWWP2B	chr10
RP11-432J24.2	chr10
RP11-432J24.3	chr10
C10orf91	chr10
RP11-432J24.5	chr10
LINC01165	chr10
INPP5A	chr10
NKX6-2	chr10
CFAP46	chr10
LINC01166	chr10
LINC01167	chr10
LINC01168	chr10
ADGRA1	chr10
ADGRA1-AS1	chr10
RPL5P28	chr10
KNDC1	chr10
UTF1	chr10
VENTX	chr10
MIR202HG	chr10
MIR202	chr10
RP13-49I15.6	chr10
ADAM8	chr10
TUBGCP2	chr10
RP11-122K13.12	chr10
ZNF511	chr10
CALY	chr10
BANF1P2	chr10
RP11-122K13.7	chr10
PRAP1	chr10
FUOM	chr10
ECHS1	chr10
MIR3944	chr10
RP11-122K13.15	chr10
PAOX	chr10
MTG1	chr10
SPRN	chr10
OR6L2P	chr10
SCART1	chr10
OR7M1P	chr10
CYP2E1	chr10
RP11-108K14.12	chr10
SYCE1	chr10
OR6L1P	chr10
FRG2B	chr10
RARRES2P2	chr10
AGGF1P2	chr10
CLUHP5	chr10
